,date,shops,office_building,industrial_park
360,2020-01-04 18:00:00,24.248,49.29600000000001,16.92
361,2020-01-04 18:15:00,21.604000000000006,48.048,14.864
362,2020-01-04 18:30:00,29.016000000000005,48.048,12.548
363,2020-01-04 18:45:00,28.708000000000002,44.61600000000001,12.032
364,2020-01-04 19:00:00,22.34,42.744,11.075999999999999
365,2020-01-04 19:15:00,16.144000000000002,44.303999999999995,11.047999999999998
366,2020-01-04 19:30:00,13.903999999999995,43.056000000000004,11.088
367,2020-01-04 19:45:00,13.98,43.056000000000004,11.187999999999999
368,2020-01-04 20:00:00,14.019999999999996,42.744,12.556
369,2020-01-04 20:15:00,14.24,43.368,17.319999999999997
370,2020-01-04 20:30:00,14.091999999999995,42.431999999999995,14.912
371,2020-01-04 20:45:00,13.952,43.056000000000004,12.484000000000002
372,2020-01-04 21:00:00,14.088,42.431999999999995,11.48
373,2020-01-04 21:15:00,14.076000000000002,43.368,12.243999999999998
374,2020-01-04 21:30:00,14.039999999999996,42.744,11.48
375,2020-01-04 21:45:00,14.244000000000002,42.431999999999995,11.587999999999996
376,2020-01-04 22:00:00,12.008,41.184,11.12
377,2020-01-04 22:15:00,9.668,41.496,14.72
378,2020-01-04 22:30:00,9.66,42.431999999999995,14.196
379,2020-01-04 22:45:00,9.696,42.12,10.204
380,2020-01-04 23:00:00,9.568,42.431999999999995,11.104000000000001
381,2020-01-04 23:15:00,9.668,41.496,10.675999999999998
382,2020-01-04 23:30:00,10.008,41.808,11.547999999999998
383,2020-01-04 23:45:00,10.287999999999998,41.496,9.748
384,2020-01-05 00:00:00,9.532,40.56,10.048
385,2020-01-05 00:15:00,8.632000000000001,41.184,9.264
386,2020-01-05 00:30:00,8.684000000000001,44.61600000000001,9.6
387,2020-01-05 00:45:00,9.1,42.431999999999995,9.084
388,2020-01-05 01:00:00,9.008,42.12,8.996
389,2020-01-05 01:15:00,8.604,42.744,9.752
390,2020-01-05 01:30:00,8.928000000000003,42.12,9.28
391,2020-01-05 01:45:00,9.204,42.12,8.876000000000003
392,2020-01-05 02:00:00,8.832,43.056000000000004,8.272
393,2020-01-05 02:15:00,9.008,41.496,10.224
394,2020-01-05 02:30:00,9.276,41.496,10.76
395,2020-01-05 02:45:00,8.860000000000003,42.12,10.735999999999999
396,2020-01-05 03:00:00,8.452,41.184,11.068
397,2020-01-05 03:15:00,8.804,41.808,11.148
398,2020-01-05 03:30:00,8.776,41.808,10.508
399,2020-01-05 03:45:00,8.668,41.496,10.895999999999999
400,2020-01-05 04:00:00,8.999999999999998,41.184,11.1
401,2020-01-05 04:15:00,8.884,41.808,11.16
402,2020-01-05 04:30:00,9.291999999999998,41.808,10.284
403,2020-01-05 04:45:00,8.815999999999997,40.872,10.704
404,2020-01-05 05:00:00,8.696000000000002,41.184,10.824000000000002
405,2020-01-05 05:15:00,8.536,41.184,11.356000000000002
406,2020-01-05 05:30:00,8.356,41.184,11.008
407,2020-01-05 05:45:00,9.396,41.496,10.616
408,2020-01-05 06:00:00,8.799999999999997,40.56,9.756
409,2020-01-05 06:15:00,9.008,40.872,18.48
410,2020-01-05 06:30:00,8.88,43.056000000000004,17.807999999999996
411,2020-01-05 06:45:00,9.032,41.808,15.2
412,2020-01-05 07:00:00,8.276,43.68,13.964
413,2020-01-05 07:15:00,8.943999999999997,44.61600000000001,13.080000000000002
414,2020-01-05 07:30:00,11.0,48.36,13.364000000000004
415,2020-01-05 07:45:00,11.444000000000004,48.048,14.592000000000002
416,2020-01-05 08:00:00,10.739999999999998,47.424,13.516000000000002
417,2020-01-05 08:15:00,11.047999999999998,51.48,13.068
418,2020-01-05 08:30:00,10.556,49.29600000000001,13.488
419,2020-01-05 08:45:00,10.988,47.736000000000004,12.9
420,2020-01-05 09:00:00,10.972000000000001,48.36,13.2
421,2020-01-05 09:15:00,10.695999999999998,48.983999999999995,14.032
422,2020-01-05 09:30:00,11.095999999999998,49.92,13.016000000000002
423,2020-01-05 09:45:00,10.848,48.36,13.807999999999998
424,2020-01-05 10:00:00,10.872,49.608000000000004,15.028000000000002
425,2020-01-05 10:15:00,16.42,48.672,12.22
426,2020-01-05 10:30:00,16.592,48.36,11.84
427,2020-01-05 10:45:00,16.724,48.983999999999995,14.072000000000001
428,2020-01-05 11:00:00,16.836000000000002,48.672,13.264000000000001
429,2020-01-05 11:15:00,16.464000000000002,46.8,10.868
430,2020-01-05 11:30:00,16.464000000000002,48.36,13.284
431,2020-01-05 11:45:00,16.936,47.424,13.924000000000005
432,2020-01-05 12:00:00,16.652,46.488,11.888000000000002
433,2020-01-05 12:15:00,17.172,48.983999999999995,14.716
434,2020-01-05 12:30:00,16.648,46.176,14.528000000000002
435,2020-01-05 12:45:00,16.936,47.111999999999995,13.664000000000001
436,2020-01-05 13:00:00,12.575999999999999,48.36,13.027999999999999
